"OrganizationIdentifier","ActivityStartDate","ActivityStartTime.Time","ActivityEndDate","ActivityEndTime.Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultStatusIdentifier","ResultValueTypeName"
"USGS-NC","11/17/82","9:45:00","","","USGS-02086849","Routine sample","Not determined","Hardness, Ca, Mg","","44","Historical","Actual"
"USGS-NC","10/28/86","9:30:00","","","USGS-02086849","Routine sample","Stable, normal stage","Hardness, Ca, Mg","","46","Historical","Actual"
"USGS-NC","11/24/86","8:30:00","","","USGS-02086849","Routine sample","Falling stage","Hardness, Ca, Mg","","46.4","Historical","Actual"
"USGS-NC","9/23/86","10:15:00","","","USGS-02086849","Routine sample","Stable, low stage","Hardness, Ca, Mg","","47.3","Historical","Actual"
"USGS-NC","7/28/86","9:45:00","","","USGS-02086849","Routine sample","Stable, low stage","Hardness, Ca, Mg","","48.1","Historical","Actual"
"USGS-NC","4/30/85","13:45:00","","","USGS-02086849","Routine sample","Rising stage","Hardness, Ca, Mg","","48.1","Historical","Actual"
"USGS-NC","3/26/85","9:35:00","","","USGS-02086849","Routine sample","Stable, normal stage","Hardness, Ca, Mg","","49.3","Historical","Actual"
"USGS-NC","6/18/86","10:30:00","","","USGS-02086849","Routine sample","Stable, low stage","Hardness, Ca, Mg","","49.3","Historical","Actual"
"USGS-NC","12/4/84","14:40:00","","","USGS-02086849","Routine sample","Rising stage","Hardness, Ca, Mg","","51.8","Historical","Actual"
"USGS-NC","7/24/84","12:30:00","","","USGS-02086849","Routine sample","Rising stage","Hardness, Ca, Mg","","52.7","Historical","Actual"
"USGS-NC","3/28/84","10:55:00","","","USGS-02086849","Routine sample","Rising stage","Hardness, Ca, Mg","","53.5","Historical","Actual"
"USGS-NC","5/28/86","9:30:00","","","USGS-02086849","Routine sample","Stable, low stage","Hardness, Ca, Mg","","53.9","Historical","Actual"
"USGS-NC","12/19/84","9:20:00","","","USGS-02086849","Routine sample","Stable, low stage","Hardness, Ca, Mg","","54.7","Historical","Actual"
"USGS-NC","5/21/84","11:00:00","","","USGS-02086849","Routine sample","Stable, low stage","Hardness, Ca, Mg","","59.3","Historical","Actual"
"USGS-NC","12/17/85","9:35:00","","","USGS-02086849","Routine sample","Stable, low stage","Hardness, Ca, Mg","","61.4","Historical","Actual"
"USGS-NC","5/9/83","13:45:00","","","USGS-02086849","Routine sample","Rising stage","Hardness, Ca, Mg","","61.8","Historical","Actual"
"USGS-NC","5/18/87","9:45:00","","","USGS-02086849","Routine sample","Stable, normal stage","Hardness, Ca, Mg","","61.8","Historical","Actual"
"USGS-NC","6/10/14","9:30:00","","","USGS-02086849","Routine sample","Not determined","Hardness, Ca, Mg","","62.5","Accepted","Actual"
"USGS-NC","1/18/06","9:30:00","","","USGS-02086849","Storm","Rising stage","Hardness, Ca, Mg","","64.3","Accepted","Actual"
"USGS-NC","2/20/85","15:50:00","","","USGS-02086849","Routine sample","Rising stage","Hardness, Ca, Mg","","65.5","Historical","Actual"
"USGS-NC","5/29/14","12:20:00","","","USGS-02086849","Routine sample","Not determined","Hardness, Ca, Mg","","65.7","Accepted","Actual"
"USGS-NC","3/27/18","9:30:00","","","USGS-02086833","Routine sample","Stable, normal stage","Hardness, Ca, Mg","","71.5","Accepted","Actual"
"USGS-NC","3/27/18","11:30:00","","","USGS-02086837","Routine sample","Stable, normal stage","Hardness, Ca, Mg","","71.8","Accepted","Actual"
"USGS-NC","5/12/14","16:30:00","","","USGS-02086849","Routine sample","Stable, low stage","Hardness, Ca, Mg","","74.1","Accepted","Actual"
"USGS-NC","7/12/16","14:40:00","","","USGS-02086845","Routine sample","Stable, normal stage","Hardness, Ca, Mg","","80.2","Accepted","Actual"
"USGS-NC","7/12/16","14:10:00","","","USGS-02086843","Routine sample","Stable, normal stage","Hardness, Ca, Mg","","80.3","Accepted","Actual"
"USGS-NC","7/12/16","13:00:00","","","USGS-02086839","Routine sample","Stable, normal stage","Hardness, Ca, Mg","","81.6","Accepted","Actual"
"USGS-NC","7/12/16","10:25:00","","","USGS-02086833","Routine sample","Stable, normal stage","Hardness, Ca, Mg","","84.2","Accepted","Actual"
"USGS-NC","10/23/85","10:45:00","","","USGS-02086849","Routine sample","Falling stage","Hardness, non-carbonate","Total","0","Historical","Actual"
"USGS-NC","10/28/86","9:30:00","","","USGS-02086849","Routine sample","Stable, normal stage","Hardness, non-carbonate","Total","0","Historical","Actual"
"USGS-NC","11/17/82","9:45:00","","","USGS-02086849","Routine sample","Not determined","Hardness, non-carbonate","Total","0","Historical","Actual"
"USGS-NC","3/27/18","11:30:00","","","USGS-02086837","Routine sample","Stable, normal stage","Hardness, non-carbonate","Dissolved","10","Accepted","Actual"
"USGS-NC","3/27/18","9:30:00","","","USGS-02086833","Routine sample","Stable, normal stage","Hardness, non-carbonate","Dissolved","20","Accepted","Actual"
"USGS-NC","5/14/11","17:15:00","5/14/11","17:30:59","USGS-02086849","Storm","Rising stage","Hardness, non-carbonate","Dissolved","3","Accepted","Actual"
"USGS-NC","9/2/11","12:55:00","","","USGS-0208675010","Routine sample","Stable, normal stage","Gage height","","0.08","Preliminary","Actual"
"USGS-NC","7/20/11","11:00:00","","","USGS-0208675010","Routine sample","Stable, low stage","Gage height","","0.08","Preliminary","Actual"
"USGS-NC","6/29/12","12:40:00","","","USGS-0208675010","Routine sample","Stable, normal stage","Gage height","","0.09","Preliminary","Actual"
"USGS-NC","1/30/12","11:50:00","","","USGS-0208675010","Routine sample","Stable, low stage","Gage height","","0.1","Preliminary","Actual"
"USGS-NC","11/28/11","11:30:00","","","USGS-0208675010","Routine sample","Stable, low stage","Gage height","","0.1","Preliminary","Actual"
"USGS-NC","12/29/11","11:15:00","","","USGS-0208675010","Routine sample","Falling stage","Gage height","","0.12","Preliminary","Actual"
"USGS-NC","9/28/11","11:45:00","","","USGS-0208675010","Routine sample","Falling stage","Gage height","","0.14","Preliminary","Actual"
"USGS-NC","9/23/86","10:15:00","","","USGS-02086849","Routine sample","Stable, low stage","Gage height","","0.26","Historical","Actual"
"USGS-NC","5/28/86","9:30:00","","","USGS-02086849","Routine sample","Stable, low stage","Gage height","","0.26","Historical","Actual"
"USGS-NC","10/28/86","9:30:00","","","USGS-02086849","Routine sample","Stable, normal stage","Gage height","","0.26","Historical","Actual"
"USGS-NC","11/24/86","8:30:00","","","USGS-02086849","Routine sample","Falling stage","Gage height","","0.26","Historical","Actual"
"USGS-NC","7/28/86","9:45:00","","","USGS-02086849","Routine sample","Stable, low stage","Gage height","","0.27","Historical","Actual"
"USGS-NC","5/18/87","9:45:00","","","USGS-02086849","Routine sample","Stable, normal stage","Gage height","","0.28","Historical","Actual"
"USGS-NC","8/12/93","11:00:00","","","USGS-02086849","Routine sample","Stable, normal stage","Gage height","","0.44","Historical","Actual"
"USGS-NC","6/10/14","9:30:00","","","USGS-02086849","Routine sample","Not determined","Gage height","","0.49","Accepted","Actual"
"USGS-NC","5/29/14","12:20:00","","","USGS-02086849","Routine sample","Not determined","Gage height","","0.49","Accepted","Actual"
"USGS-NC","5/12/14","16:30:00","","","USGS-02086849","Routine sample","Stable, low stage","Gage height","","0.49","Accepted","Actual"
"USGS-NC","2/24/87","9:15:00","","","USGS-02086849","Routine sample","Stable, normal stage","Gage height","","0.53","Historical","Actual"
"USGS-NC","1/18/06","9:30:00","","","USGS-02086849","Storm","Rising stage","Gage height","","0.89","Accepted","Actual"
"USGS-NC","4/16/87","11:00:00","","","USGS-02086849","Routine sample","Falling stage","Gage height","","1.01","Historical","Actual"
"USGS-NC","5/14/11","17:15:00","5/14/11","17:30:59","USGS-02086849","Storm","Rising stage","Gage height","","1.31","Accepted","Actual"
"USGS-NC","4/15/14","10:50:00","","","USGS-02086849","Routine sample","Stable, high stage","Gage height","","1.35","Accepted","Actual"
"USGS-NC","1/6/09","11:15:00","","","USGS-02086849","Storm","Peak stage","Gage height","","1.52","Accepted","Actual"
"USGS-NC","11/11/09","11:00:00","","","USGS-02086849","Storm","Rising stage","Gage height","","2.42","Accepted","Actual"
"USGS-NC","9/26/08","11:15:00","","","USGS-02086849","Storm","Falling stage","Gage height","","2.97","Accepted","Actual"
"USGS-NC","7/20/11","11:00:00","","","USGS-0208675010","Routine sample","Stable, low stage","Stream flow, instantaneous","","0","Preliminary","Actual"
"USGS-NC","9/2/11","12:55:00","","","USGS-0208675010","Routine sample","Stable, normal stage","Stream flow, instantaneous","","0","Preliminary","Actual"
"USGS-NC","6/29/12","12:40:00","","","USGS-0208675010","Routine sample","Stable, normal stage","Stream flow, instantaneous","","0.01","Preliminary","Actual"
"USGS-NC","11/28/11","11:30:00","","","USGS-0208675010","Routine sample","Stable, low stage","Stream flow, instantaneous","","0.02","Preliminary","Actual"
"USGS-NC","1/30/12","11:50:00","","","USGS-0208675010","Routine sample","Stable, low stage","Stream flow, instantaneous","","0.03","Preliminary","Actual"
"USGS-NC","6/13/01","12:00:00","","","USGS-02086770","Routine sample","Not determined","Stream flow, instantaneous","","0.04","Accepted","Actual"
"USGS-NC","12/29/11","11:15:00","","","USGS-0208675010","Routine sample","Falling stage","Stream flow, instantaneous","","0.05","Preliminary","Actual"
"USGS-NC","9/28/11","11:45:00","","","USGS-0208675010","Routine sample","Falling stage","Stream flow, instantaneous","","0.11","Preliminary","Actual"
"USGS-NC","10/28/86","9:30:00","","","USGS-02086849","Routine sample","Stable, normal stage","Stream flow, instantaneous","","0.11","Historical","Actual"
"USGS-NC","8/12/93","11:00:00","","","USGS-02086849","Routine sample","Stable, normal stage","Stream flow, instantaneous","","0.12","Historical","Actual"
"USGS-NC","11/24/86","8:30:00","","","USGS-02086849","Routine sample","Falling stage","Stream flow, instantaneous","","0.14","Historical","Actual"
"USGS-NC","10/23/85","10:45:00","","","USGS-02086849","Routine sample","Falling stage","Stream flow, instantaneous","","0.15","Historical","Actual"
"USGS-NC","5/21/84","11:00:00","","","USGS-02086849","Routine sample","Stable, low stage","Stream flow, instantaneous","","0.15","Historical","Actual"
"USGS-NC","9/23/86","10:15:00","","","USGS-02086849","Routine sample","Stable, low stage","Stream flow, instantaneous","","0.16","Historical","Actual"
"USGS-NC","5/18/87","9:45:00","","","USGS-02086849","Routine sample","Stable, normal stage","Stream flow, instantaneous","","0.16","Historical","Actual"
"USGS-NC","6/27/84","11:50:00","","","USGS-02086849","Routine sample","Not determined","Stream flow, instantaneous","","0.18","Historical","Actual"
"USGS-NC","9/7/83","12:50:00","","","USGS-02086849","Routine sample","Stable, low stage","Stream flow, instantaneous","","0.2","Historical","Actual"
"USGS-NC","4/30/85","13:45:00","","","USGS-02086849","Routine sample","Rising stage","Stream flow, instantaneous","","0.2","Historical","Actual"
"USGS-NC","6/18/86","10:30:00","","","USGS-02086849","Routine sample","Stable, low stage","Stream flow, instantaneous","","0.2","Historical","Actual"
"USGS-NC","7/10/84","10:15:00","","","USGS-02086849","Routine sample","Falling stage","Stream flow, instantaneous","","0.2","Historical","Actual"
"USGS-NC","6/18/84","11:15:00","","","USGS-02086849","Routine sample","Rising stage","Stream flow, instantaneous","","0.2","Historical","Actual"
"USGS-NC","7/11/83","13:45:00","","","USGS-02086849","Routine sample","Not determined","Stream flow, instantaneous","","0.23","Historical","Actual"
"USGS-NC","5/28/86","9:30:00","","","USGS-02086849","Routine sample","Stable, low stage","Stream flow, instantaneous","","0.23","Historical","Actual"
"USGS-NC","7/28/86","9:45:00","","","USGS-02086849","Routine sample","Stable, low stage","Stream flow, instantaneous","","0.23","Historical","Actual"
"USGS-NC","12/19/84","9:20:00","","","USGS-02086849","Routine sample","Stable, low stage","Stream flow, instantaneous","","0.24","Historical","Actual"
"USGS-NC","10/19/93","15:10:00","","","USGS-02086849","Routine sample","Stable, normal stage","Stream flow, instantaneous","","0.27","Historical","Actual"
"USGS-NC","9/24/85","14:00:00","","","USGS-02086849","Routine sample","Stable, low stage","Stream flow, instantaneous","","0.28","Historical","Actual"
"USGS-NC","8/7/84","11:10:00","","","USGS-02086849","Routine sample","Stable, low stage","Stream flow, instantaneous","","0.29","Historical","Actual"
"USGS-NC","5/10/83","12:50:00","","","USGS-02086849","Routine sample","Not determined","Stream flow, instantaneous","","0.31","Historical","Actual"
"USGS-NC","11/17/82","9:45:00","","","USGS-02086849","Routine sample","Not determined","Stream flow, instantaneous","","0.31","Historical","Actual"
"USGS-NC","10/25/94","11:15:00","","","USGS-02086849","Routine sample","Stable, normal stage","Stream flow, instantaneous","","0.34","Historical","Actual"
"USGS-NC","5/20/93","11:45:00","","","USGS-0208682450","Routine sample","Stable, normal stage","Stream flow, instantaneous","","0.39","Historical","Actual"
"USGS-NC","5/9/83","13:45:00","","","USGS-02086849","Routine sample","Rising stage","Stream flow, instantaneous","","0.4","Historical","Actual"
"USGS-NC","10/6/83","14:50:00","","","USGS-02086849","Routine sample","Not determined","Stream flow, instantaneous","","0.45","Historical","Actual"
"USGS-NC","12/17/85","9:35:00","","","USGS-02086849","Routine sample","Stable, low stage","Stream flow, instantaneous","","0.45","Historical","Actual"
"USGS-NC","5/12/14","16:30:00","","","USGS-02086849","Routine sample","Stable, low stage","Stream flow, instantaneous","","0.48","Accepted","Actual"
"USGS-NC","7/24/84","12:30:00","","","USGS-02086849","Routine sample","Rising stage","Stream flow, instantaneous","","0.51","Historical","Actual"
"USGS-NC","3/26/85","9:35:00","","","USGS-02086849","Routine sample","Stable, normal stage","Stream flow, instantaneous","","0.51","Historical","Actual"
"USGS-NC","5/3/84","10:30:00","","","USGS-02086849","Routine sample","Falling stage","Stream flow, instantaneous","","0.54","Historical","Actual"
"USGS-NC","12/4/84","14:40:00","","","USGS-02086849","Routine sample","Rising stage","Stream flow, instantaneous","","0.54","Historical","Actual"
"USGS-NC","11/17/83","14:50:00","","","USGS-02086849","Routine sample","Not determined","Stream flow, instantaneous","","0.57","Historical","Actual"
"USGS-NC","6/10/14","9:30:00","","","USGS-02086849","Routine sample","Not determined","Stream flow, instantaneous","","0.59","Accepted","Actual"
"USGS-NC","5/29/14","12:20:00","","","USGS-02086849","Routine sample","Not determined","Stream flow, instantaneous","","0.59","Accepted","Actual"
"USGS-NC","2/20/85","15:50:00","","","USGS-02086849","Routine sample","Rising stage","Stream flow, instantaneous","","0.62","Historical","Actual"
"USGS-NC","4/18/94","16:00:00","","","USGS-02086849","Routine sample","Stable, normal stage","Stream flow, instantaneous","","0.65","Historical","Actual"
"USGS-NC","4/24/95","16:20:00","","","USGS-02086849","Routine sample","Stable, normal stage","Stream flow, instantaneous","","0.68","Historical","Actual"
"USGS-NC","3/27/84","12:44:00","","","USGS-02086849","Routine sample","Not determined","Stream flow, instantaneous","","0.99","Historical","Actual"
"USGS-NC","5/14/11","17:15:00","5/14/11","17:30:59","USGS-02086849","Storm","Rising stage","Stream flow, instantaneous","","11","Accepted","Actual"
"USGS-NC","4/15/14","10:50:00","","","USGS-02086849","Routine sample","Stable, high stage","Stream flow, instantaneous","","12","Accepted","Actual"
"USGS-NC","12/16/82","14:40:00","","","USGS-02086849","Routine sample","Not determined","Stream flow, instantaneous","","12","Historical","Actual"
"USGS-NC","4/16/87","11:00:00","","","USGS-02086849","Routine sample","Falling stage","Stream flow, instantaneous","","14","Historical","Actual"
"USGS-NC","8/12/83","8:45:00","","","USGS-02086849","Routine sample","Not determined","Stream flow, instantaneous","","1.6","Historical","Actual"
"USGS-NC","1/6/09","11:15:00","","","USGS-02086849","Storm","Peak stage","Stream flow, instantaneous","","19","Accepted","Actual"
"USGS-NC","3/29/94","9:45:00","","","USGS-02086849","Storm","Falling stage","Stream flow, instantaneous","","19","Historical","Actual"
"USGS-NC","5/23/85","8:55:00","","","USGS-02086849","Routine sample","Falling stage","Stream flow, instantaneous","","2.1","Historical","Actual"
"USGS-NC","2/24/87","9:15:00","","","USGS-02086849","Routine sample","Stable, normal stage","Stream flow, instantaneous","","2.7","Historical","Actual"
"USGS-NC","8/18/85","19:45:00","","","USGS-02086849","Flood","Rising stage","Stream flow, instantaneous","","29","Historical","Actual"
"USGS-NC","12/6/83","16:05:00","","","USGS-02086849","Flood","Falling stage","Stream flow, instantaneous","","29","Historical","Actual"
"USGS-NC","12/16/82","11:45:00","","","USGS-02086849","Routine sample","Not determined","Stream flow, instantaneous","","31","Historical","Actual"
