"OrganizationIdentifier","ActivityStartDate","ActivityStartTime.Time","ActivityEndDate","ActivityEndTime.Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultStatusIdentifier","ResultValueTypeName"
"21NC03WQ",2009-01-05,"13:20:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2010-07-14,"14:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.35","Final","Actual"
"21NC03WQ",2014-06-11,"14:50:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.11","Final","Actual"
"21NC03WQ",2010-07-14,"14:30:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","32","Final","Actual"
"21NC03WQ",2011-04-06,"10:50:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2017-11-21,"13:10:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.05","Final","Actual"
"21NC03WQ",2017-12-13,"13:45:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.05","Final","Actual"
"21NC03WQ",2008-05-27,"14:05:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.14","Final","Actual"
"21NC03WQ",2016-06-14,"13:00:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.06","Final","Actual"
"21NC03WQ",2017-03-07,"11:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.07","Final","Actual"
"21NC03WQ",2011-10-17,"13:35:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.18","Final","Actual"
"21NC03WQ",2016-04-13,"13:45:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.13","Final","Actual"
"21NC03WQ",2014-07-08,"8:35:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.15","Final","Actual"
"21NC03WQ",2012-01-09,"13:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2015-07-15,"11:00:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2015-07-15,"11:00:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.11","Final","Actual"
"21NC03WQ",2014-01-22,"14:25:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.07","Final","Actual"
"21NC03WQ",2018-12-17,"13:10:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.06","Final","Actual"
"21NC03WQ",2008-09-04,"13:10:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.09","Final","Actual"
"21NC03WQ",2009-04-07,"13:35:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2010-10-26,"12:40:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.32","Final","Actual"
"21NC03WQ",2016-07-12,"12:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.07","Final","Actual"
"21NC03WQ",2016-08-11,"11:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2016-05-12,"13:35:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC01WQ",1993-02-17,"16:03:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","34","Final","Actual"
"21NC01WQ",1987-03-16,"9:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","16","Final","Actual"
"21NC01WQ",1985-07-17,"10:40:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","11","Final","Actual"
"21NC01WQ",1987-08-25,"10:10:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","7","Final","Actual"
"21NC01WQ",1981-03-16,"14:15:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","13","Final","Actual"
"21NC01WQ",1986-07-23,"10:40:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","7","Final","Actual"
"21NC01WQ",1982-05-18,"12:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","23","Final","Actual"
"21NC01WQ",1981-12-08,"14:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","9","Final","Actual"
"21NC01WQ",1980-12-11,"18:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","21","Final","Actual"
"21NC01WQ",1980-03-28,"12:45:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","23","Final","Actual"
"21NC01WQ",1978-08-16,"11:55:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","18","Final","Actual"
"21NC01WQ",1978-12-11,"16:50:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","21","Final","Actual"
"21NC01WQ",1979-09-17,"12:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","6","Final","Actual"
"21NC01WQ",1988-11-17,"15:50:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","41","Final","Actual"
"21NC01WQ",1986-10-24,"11:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","9","Final","Actual"
"21NC01WQ",1986-06-16,"12:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","10","Final","Actual"
"21NC01WQ",1985-06-20,"10:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","7","Final","Actual"
"21NC01WQ",1985-05-16,"11:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","86","Final","Actual"
"21NC01WQ",1988-12-21,"10:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","9","Final","Actual"
"21NC01WQ",1985-09-20,"11:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","5","Final","Actual"
"21NC01WQ",1984-08-20,"11:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","9","Final","Actual"
"21NC01WQ",1984-10-26,"11:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","9","Final","Actual"
"21NC01WQ",1984-03-08,"10:50:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","268","Final","Actual"
"21NC01WQ",1989-02-02,"15:06:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","16","Final","Actual"
"21NC01WQ",1979-10-10,"11:50:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","14","Final","Actual"
"21NC01WQ",1982-08-11,"10:45:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","20","Final","Actual"
"21NC01WQ",1981-11-16,"14:25:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","7","Final","Actual"
"21NC01WQ",1980-10-13,"14:45:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","17","Final","Actual"
"21NC01WQ",1985-11-12,"11:35:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","7","Final","Actual"
"21NC01WQ",1985-10-22,"11:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","13","Final","Actual"
"21NC01WQ",1989-05-05,"10:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","73","Final","Actual"
"21NC01WQ",1983-10-13,"11:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","3","Final","Actual"
"21NC01WQ",1985-03-19,"10:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","10","Final","Actual"
"21NC01WQ",1983-03-14,"11:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","15","Final","Actual"
"21NC01WQ",1986-02-20,"11:05:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","18","Final","Actual"
"21NC01WQ",1986-01-13,"11:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","7","Final","Actual"
"21NC01WQ",1983-08-03,"11:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","10","Final","Actual"
"21NC01WQ",1982-03-04,"13:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","31","Final","Actual"
"21NC01WQ",1982-06-11,"11:10:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","170","Final","Actual"
"21NC01WQ",1981-10-22,"12:10:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","7","Final","Actual"
"21NC01WQ",1982-12-08,"11:17:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","16","Final","Actual"
"21NC01WQ",1986-11-13,"9:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","11","Final","Actual"
"21NC01WQ",1992-12-16,"14:43:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","18","Final","Actual"
"21NC01WQ",1992-09-15,"14:42:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","16","Final","Actual"
"21NC01WQ",1987-03-03,"10:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","45","Final","Actual"
"21NC01WQ",1975-05-12,"14:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","23","Final","Calculated"
"21NC01WQ",1993-05-18,"16:18:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","12","Final","Actual"
"21NC01WQ",1979-08-07,"13:10:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","6","Final","Actual"
"21NC01WQ",1980-04-08,"12:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","23","Final","Actual"
"21NC01WQ",1993-07-26,"13:39:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","11","Final","Actual"
"21NC01WQ",1980-06-17,"12:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","17","Final","Actual"
"21NC01WQ",1975-03-17,"14:25:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","90","Final","Calculated"
"21NC01WQ",1979-02-13,"13:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","24","Final","Actual"
"21NC01WQ",1980-11-19,"14:45:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","19","Final","Actual"
"21NC01WQ",1979-05-08,"14:25:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","27","Final","Actual"
"21NC01WQ",1981-06-22,"14:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","12","Final","Actual"
"21NC01WQ",1981-01-20,"11:07:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","15","Final","Actual"
"21NC01WQ",1980-01-15,"13:10:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","17","Final","Actual"
"21NC01WQ",1982-04-22,"11:40:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","22","Final","Actual"
"21NC01WQ",1982-02-18,"13:35:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","90","Final","Actual"
"21NC01WQ",1984-05-25,"10:55:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","10","Final","Actual"
"21NC01WQ",1982-11-04,"11:55:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","6","Final","Actual"
"21NC01WQ",1980-05-13,"13:10:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","9","Final","Actual"
"21NC01WQ",1983-04-05,"10:45:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","25","Final","Actual"
"21NC01WQ",1980-08-26,"13:10:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","13","Final","Actual"
"21NC01WQ",1983-06-02,"10:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","11","Final","Actual"
"21NC01WQ",1981-07-15,"9:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","3","Final","Actual"
"21NC01WQ",1986-12-10,"9:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","25","Final","Actual"
"21NC01WQ",1992-11-18,"15:10:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","13","Final","Actual"
"21NC01WQ",1984-11-13,"11:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","5","Final","Actual"
"21NC01WQ",1984-07-26,"10:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","10","Final","Actual"
"21NC01WQ",1985-08-26,"11:25:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","41","Final","Actual"
"21NC01WQ",1985-04-11,"10:13:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","7","Final","Actual"
"21NC01WQ",1984-12-10,"11:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","9","Final","Actual"
"21NC01WQ",1984-09-14,"10:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","21","Final","Actual"
"21NC01WQ",1989-03-27,"13:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","44","Final","Actual"
"21NC01WQ",1987-06-24,"15:45:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","17","Final","Actual"
"21NC01WQ",1987-05-07,"9:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","12","Final","Actual"
"21NC01WQ",1993-04-28,"15:55:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","16","Final","Actual"
"21NC01WQ",1993-01-13,"15:07:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","77","Final","Actual"
"21NC01WQ",1993-03-23,"15:11:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","22","Final","Actual"
"21NC01WQ",1986-05-13,"11:12:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","8","Final","Actual"
"21NC01WQ",1985-12-12,"11:15:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","29","Final","Actual"
"21NC01WQ",1986-03-17,"10:50:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","31","Final","Actual"
"21NC01WQ",1984-02-23,"11:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","1060","Final","Actual"
"21NC01WQ",1984-01-05,"11:15:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","16","Final","Actual"
"21NC01WQ",1989-01-11,"14:45:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","17","Final","Actual"
"21NC01WQ",1982-01-28,"10:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","18","Final","Actual"
"21NC01WQ",1983-01-11,"11:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","14","Final","Actual"
"21NC01WQ",1982-10-14,"11:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","9","Final","Actual"
"21NC01WQ",1983-07-20,"11:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","5","Final","Actual"
"21NC01WQ",1985-01-22,"11:40:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","9","Final","Actual"
"21NC01WQ",1983-09-20,"11:45:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","4","Final","Actual"
"21NC01WQ",1983-02-03,"11:25:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","95","Final","Actual"
"21NC01WQ",1981-08-18,"10:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","8","Final","Actual"
"21NC01WQ",1984-06-20,"12:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","9","Final","Actual"
"21NC01WQ",1985-02-12,"11:40:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","322","Final","Actual"
"21NC01WQ",1975-03-25,"13:45:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","34","Final","Calculated"
"21NC01WQ",1976-03-15,"11:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","17","Final","Actual"
"21NC01WQ",1993-08-12,"11:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","4","Final","Actual"
"21NC01WQ",1993-09-15,"15:15:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","10","Final","Actual"
"21NC01WQ",1979-04-18,"12:36:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","18","Final","Actual"
"21NC01WQ",1979-07-13,"11:40:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","10","Final","Actual"
"21NC01WQ",1978-10-11,"9:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","8","Final","Actual"
"21NC01WQ",1992-07-15,"14:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","10","Final","Actual"
"21NC01WQ",1975-02-05,"14:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","74","Final","Calculated"
"21NC01WQ",1993-11-17,"15:45:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","8","Final","Actual"
"21NC01WQ",1980-09-22,"13:10:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","14","Final","Actual"
"21NC01WQ",1981-05-27,"11:45:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","40","Final","Actual"
"21NC01WQ",1993-06-23,"15:05:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","11","Final","Actual"
"21NC01WQ",1979-12-03,"11:25:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","9","Final","Actual"
"21NC01WQ",1993-10-19,"15:10:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","9","Final","Actual"
"21NC01WQ",1975-04-07,"16:50:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","23","Final","Calculated"
"21NC01WQ",1976-01-15,"11:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","10","Final","Actual"
"21NC01WQ",1992-03-12,"13:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","29","Final","Actual"
"21NC01WQ",1984-04-11,"10:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","56","Final","Actual"
"21NC01WQ",1987-01-28,"10:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","28","Final","Actual"
"21NC01WQ",1979-03-20,"12:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","22","Final","Actual"
"21NC01WQ",1978-11-20,"9:45:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","6","Final","Actual"
"21NC01WQ",1983-05-10,"11:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","10","Final","Actual"
"21NC01WQ",1982-07-12,"12:35:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","23","Final","Actual"
"21NC01WQ",1975-11-20,"10:15:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","15","Final","Actual"
"21NC01WQ",1981-04-13,"13:10:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","14","Final","Actual"
"21NC01WQ",1982-09-15,"10:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","4","Final","Actual"
"21NC01WQ",1981-09-14,"10:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","9","Final","Actual"
"21NC01WQ",1979-11-27,"10:15:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","25","Final","Actual"
"21NC01WQ",1979-05-05,"10:05:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","54","Final","Actual"
"21NC01WQ",1992-04-19,"13:40:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","16","Final","Actual"
"21NC01WQ",1987-09-23,"12:20:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","8","Final","Actual"
"21NC01WQ",1986-04-16,"11:30:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","16","Final","Actual"
"21NC01WQ",1987-04-07,"8:45:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","18","Final","Actual"
"21NC01WQ",1983-12-15,"11:00:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","28","Final","Actual"
"21NC01WQ",1983-11-17,"11:50:00",NA,"","21NC01WQ-J1330000","","","Flow"," ","15","Final","Actual"
"21NC02WQ",2005-11-29,"13:15:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4.8","Final","Actual"
"21NC02WQ",2004-01-05,"12:55:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","7","Final","Actual"
"21NC02WQ",2003-02-20,"14:15:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","9","Final","Actual"
"21NC02WQ",1999-07-22,"15:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",1997-12-19,"9:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4","Final","Actual"
"21NC02WQ",2005-08-23,"14:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","16","Final","Actual"
"21NC02WQ",2006-08-24,"13:45:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","5.8","Final","Actual"
"21NC02WQ",2007-01-10,"13:05:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","10","Final","Actual"
"21NC02WQ",2005-03-09,"13:15:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","9","Final","Actual"
"21NC02WQ",2006-03-22,"16:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","12","Final","Actual"
"21NC02WQ",2006-06-15,"10:05:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","43","Final","Actual"
"21NC02WQ",2006-08-10,"13:10:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","2.5","Final","Actual"
"21NC02WQ",2006-10-05,"17:45:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2006-03-08,"13:16:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3.2","Final","Actual"
"21NC02WQ",2006-01-26,"13:45:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2004-07-06,"13:10:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","5","Final","Actual"
"21NC02WQ",2005-11-16,"11:15:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3","Final","Actual"
"21NC02WQ",2005-06-02,"13:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","63","Final","Actual"
"21NC02WQ",2005-08-11,"11:55:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","8","Final","Actual"
"21NC02WQ",1997-08-05,"17:27:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3","Final","Actual"
"21NC02WQ",1998-03-10,"14:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","22","Final","Actual"
"21NC02WQ",1998-09-21,"15:45:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3","Final","Actual"
"21NC02WQ",1998-02-12,"15:20:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",1998-06-08,"15:05:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","18","Final","Actual"
"21NC02WQ",1998-04-13,"15:25:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","20","Final","Actual"
"21NC02WQ",1998-11-04,"15:50:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","5","Final","Actual"
"21NC02WQ",1999-10-19,"15:18:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4","Final","Actual"
"21NC02WQ",2007-08-09,"11:30:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2006-09-20,"12:50:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2006-12-17,"15:15:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4","Final","Actual"
"21NC02WQ",2002-02-25,"12:30:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2006-10-19,"13:40:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","6.8","Final","Actual"
"21NC02WQ",2006-07-28,"10:50:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3.8","Final","Actual"
"21NC02WQ",2006-02-07,"12:05:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","10","Final","Actual"
"21NC02WQ",2006-04-18,"14:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4","Final","Actual"
"21NC02WQ",2006-05-11,"13:20:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","7.5","Final","Actual"
"21NC02WQ",2006-11-28,"17:05:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3.5","Final","Actual"
"21NC02WQ",2006-05-18,"14:30:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","6","Final","Actual"
"21NC02WQ",2006-09-07,"12:10:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","13","Final","Actual"
"21NC02WQ",2006-12-27,"14:05:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","18","Final","Actual"
"21NC02WQ",2006-06-02,"13:10:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3.8","Final","Actual"
"21NC02WQ",2006-07-13,"13:55:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3.2","Final","Actual"
"21NC02WQ",1998-05-12,"15:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","22","Final","Actual"
"21NC02WQ",1998-07-09,"17:15:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","5","Final","Actual"
"21NC02WQ",1998-01-20,"14:50:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","16","Final","Actual"
"21NC02WQ",1998-10-12,"15:45:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","2","Final","Actual"
"21NC02WQ",2003-05-12,"13:55:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","11","Final","Actual"
"21NC02WQ",1999-04-15,"14:45:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4","Final","Actual"
"21NC02WQ",2001-05-22,"15:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","14","Final","Actual"
"21NC02WQ",2003-11-03,"14:40:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3","Final","Actual"
"21NC02WQ",2002-11-14,"14:30:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","6","Final","Actual"
"21NC02WQ",2000-06-28,"12:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","62","Final","Actual"
"21NC02WQ",1999-08-16,"16:45:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","11","Final","Actual"
"21NC02WQ",1999-02-11,"14:40:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","2","Final","Actual"
"21NC02WQ",2000-01-12,"14:31:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","8","Final","Actual"
"21NC02WQ",2004-10-06,"15:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",1999-09-20,"16:15:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","5","Final","Actual"
"21NC02WQ",1999-06-09,"15:50:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3","Final","Actual"
"21NC02WQ",1999-12-14,"14:02:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","150","Final","Actual"
"21NC02WQ",2006-11-03,"10:15:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2000-08-08,"15:04:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","5","Final","Actual"
"21NC02WQ",2000-06-02,"8:50:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","6","Final","Actual"
"21NC02WQ",2002-05-13,"14:45:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4","Final","Actual"
